ID,X1,X2,X3,X4,X5,X6,X7,X5,Class
70,0.664778093,0.737603306,0.537205082,0.727477477,0.663578047,0.430495781,0.758739537,0.663578047,2
71,0.590179415,0.673553719,0.491833031,0.618806306,0.608695652,0.508380034,0.66863614,0.608695652,2
72,0.629839471,0.685950413,0.618874773,0.607545045,0.687099073,0.490696798,0.626292467,0.687099073,2
73,0.804532578,0.795454545,0.907441016,0.706644144,0.926585887,0.282268655,0.768094535,0.926585887,2
74,0.58829084,0.640495868,0.639745917,0.629504505,0.610121169,0.421134068,0.650910881,0.610121169,2
75,0.583569405,0.66322314,0.505444646,0.578828829,0.575908767,0.540235863,0.62826194,0.575908767,2
76,0.635505194,0.723140496,0.470054446,0.655968468,0.550962224,0.397729785,0.690792713,0.550962224,2
77,0.955618508,0.995867769,0.618874773,0.945945946,0.843905916,0.479254704,0.951255539,0.843905916,2
78,0.788479698,0.842975207,0.60707804,0.870495495,0.7191732,0.55895929,0.907434761,0.7191732,2
79,0.616619452,0.648760331,0.735934664,0.535472973,0.667141839,0.272126799,0.604135894,0.667141839,2
80,0.560906516,0.605371901,0.673321234,0.54954955,0.59657876,0.619810425,0.670113245,0.59657876,2
81,0.767705382,0.780991736,0.813067151,0.623310811,0.874554526,0.592765476,0.669620876,0.874554526,2
82,0.907459868,0.925619835,0.737749546,0.780405405,0.879543835,0.573131883,0.82127031,0.879543835,2
83,0.847969783,0.894628099,0.633393829,0.836148649,0.813970064,0.09191382,0.863613983,0.813970064,2
84,0.84230406,0.888429752,0.63430127,0.826013514,0.834640057,0.285649274,0.820285574,0.834640057,2
85,0.725212465,0.760330579,0.715970962,0.717342342,0.727726301,0.218166925,0.826193993,0.727726301,2
86,0.782813975,0.795454545,0.805807623,0.66722973,0.808267997,0.114928032,0.782865583,0.808267997,2
87,0.792256846,0.878099174,0.461887477,0.929054054,0.74126871,0.38043662,0.974396849,0.74126871,2
88,1,0.991735537,0.823956443,0.942567568,1,0.652056326,0.842934515,1,2
89,0.971671388,0.958677686,0.862068966,0.873310811,0.999287242,0.552718147,0.887247661,0.999287242,2
90,0.898016997,0.946280992,0.603448276,0.947072072,0.823235923,0.154715313,0.950270803,0.823235923,2
91,0.771482531,0.783057851,0.819419238,0.716779279,0.831076265,0.306193033,0.755292959,0.831076265,2
92,0.776203966,0.801652893,0.748638838,0.773085586,0.757662153,0.321405817,0.755292959,0.757662153,2
93,0.755429651,0.752066116,0.893829401,0.640765766,0.876692801,0.680791585,0.66863614,0.876692801,2
94,0.733711048,0.849173554,0.336660617,0.994932432,0.609408411,0.541926172,0.949778434,0.609408411,2
95,0.593012276,0.669421488,0.514519056,0.698198198,0.593727726,0.381086739,0.712949286,0.593727726,2
96,0.823418319,0.863636364,0.666061706,0.811936937,0.841054882,0.352611528,0.846381093,0.841054882,2
97,0.792256846,0.859504132,0.549909256,0.872747748,0.657163222,0.17928981,0.952240276,0.657163222,2
98,0.715769594,0.795454545,0.504537205,0.772522523,0.628652887,0.27147668,0.863613983,0.628652887,2
